file,classification,action,reason,unique,runtime,status
node_modules/glob-parent/LICENSE 2,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/glob-parent/README 2.md,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/glob-parent/index 2.js,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/glob-parent/package 2.json,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/globals/globals 2.json,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/globals/index 2.js,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/globals/index.d 2.ts,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/globals/license 2,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/globals/package 2.json,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/globals/readme 2.md,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/globalthis/.eslintrc 2,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/globalthis/.nycrc 2,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/globalthis/CHANGELOG 2.md,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/globalthis/LICENSE 2,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/globalthis/README 2.md,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/globalthis/auto 2.js,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/globalthis/implementation 2.js,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/globalthis/implementation.browser 2.js,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/globalthis/index 2.js,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/globalthis/package 2.json,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/globalthis/polyfill 2.js,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/globalthis/shim 2.js,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/gopd/.eslintrc 2,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/gopd/CHANGELOG 2.md,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/gopd/LICENSE 2,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/gopd/README 2.md,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/gopd/gOPD 2.js,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/gopd/gOPD.d 2.ts,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/gopd/index 2.js,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/gopd/index.d 2.ts,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/gopd/package 2.json,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/gopd/tsconfig 2.json,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/has-bigints/.eslintrc 2,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/has-bigints/.nycrc 2,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/has-bigints/CHANGELOG 2.md,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/has-bigints/LICENSE 2,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/has-bigints/README 2.md,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/has-bigints/index 2.js,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/has-bigints/index.d 2.ts,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/has-bigints/package 2.json,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/has-bigints/tsconfig 2.json,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/has-flag/index 2.js,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/has-flag/index.d 2.ts,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
